pubblication_date,oggetto,cig,importoAggiudicazione,vendor_code,agency_name,sceltaContraente,agency_fiscal_code,vendor_name,importoSommeLiquidate,vendor_country
2011-1,FORNITURA DI COLO-UROSTOMIZATI E MEDICAZIONI AVANZATE PER L&apos;ASL TARANTO PER IL PERIODO 01/01/11 - 30/06/11 DELI.N.1217/10. DITTA ALFA HOSPITAL,3135135B3C,0,,AZIENDA UNITA&apos; SANITARIA LOCALE ASL TA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02026690731,,0,
2011-1,GARA REG. FARMACI 2 - VENTAVIS 10MCG/ML,4083899C0E,0,,AZIENDA UNITA&apos; SANITARIA LOCALE RIETI,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,00821180577,,0,
2011-1,"LAVORI DI M.O. DELLA PAVIMENTAZIONE STRADALE , LUNGO I VIADOTTI DELL&apos;A/29",0558593585,353371.20,,ANAS SPA,01-PROCEDURA APERTA,80208450587,,0,
2011-1,AFFIDAMENTO AI SENSI DELL&apos;ART. 57 COMMA 2 LETT. B DEL D.L.VO 163/2006 SMI ALLA SOC. CRIOSERVICE SERVIZIO ALL INCLUSIVE PER TRATTAMENTI DI CRIOCHIRURGIA OCCORRENTI ALL&apos;ISTITUTO REGINA ELENA,0771751511,0,,ISTITUTI FISIOTERAPICI OSPITALIERI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02153140583,,0,
2011-1,LAB. ANALISI BASILE E LABRIOLA S.N.C. - ALTAMURA,2926230163,0,,AZIENDA SANITARIA LOCALE BARI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,06534340721,,0,
2011-1,STRISCE A GRADIENTE DEFINITO DI ANTIBIOTICO PER LA DETERMINAZIONE DELLA MIC DI ANTIBIOTICI,0752594436,401307.00,00803890151,ENTE PER I SERVIZI TECNICO-AMMINISTRATIVI DI AREA VASTA,01-PROCEDURA APERTA,01760310506,BECTON DICKINSON ITALIA SPA CON UNICO AZIONISTA,0,ITALY
2011-1,SERVIZIO DI ASSITENZA AD PERSONAM,1233015C27,103846.15,03180410981,COMUNE DI FLERO,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,00869010173,GRUPPO ELEFANTI VOLANTI - ANDROPOLIS S.C.S. ONLUS,0,ITALY
2011-1,LA TORRE FRANCESCO - BARI,2929360856,0,,AZIENDA SANITARIA LOCALE BARI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,06534340721,,0,
2011-1,ADESIONE CONV. CONSIP,3962444839,0,,AZIENDA U.S.L. N. 6 LIVORNO,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,00615860491,,0,
2011-1,FORNITURA SERVIZIO DI VENTILAZIONE POLMONARE,285708906E,63345.00,02670240585,AZIENDA SANITARIA LOCALE DI BRESCIA,01-PROCEDURA APERTA,03436310175,LINDE GAS ITALIA SRL,0,ITALY
2011-1,"ACQUISIZIONE, CONSERVZAIONE, CUSTODIA E AGGIORNAMENTO FASCICOLI AZIENDALI.",4265724ACB,0,,AGENZIA EROGAZIONI IN AGRICOLTURA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,97181460581,,0,
2011-1,"INTERVENTI DI REALIZZAZIONE OPERE IDRICHE,FOGNATURE E PICCOLE OPERE IGIENICHE",08320136D7,0,,COMUNE DI FAICCHIO,01-PROCEDURA APERTA,81000150623,,0,
2011-1,INTERVENTO DI RECUPERO E SISTEMAZIONE DEL CENTRO STORICO DELLA FRAZIONE CORÀ DI BAGNOLO DI PO,0827164552,0,,COMUNE DI BAGNOLO DI PO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,82001890290,,0,
2011-1,CENTRO SPECIALISTICO PER LA CURA DEL DIABETE S.R.L. - BARI,29265590E3,0,,AZIENDA SANITARIA LOCALE BARI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,06534340721,,0,
2011-1,PROVVEDIMENTI DI RECEPIMENTO DEI CONTRATTI MANUTENTIVI DI IMPIANTI TECNOLOGICI STIPULATI DALL&apos;ASL NAPOLI 1 CENTRO CON RIFERIMENTO AL PLESSO CTO. PROROGA ED ESTENSIONE DEGLI EFFETTI CONTRATTUALI DAL 01.01.2011 SINO AL 30.06.2011. IMPIANTI GAS MEDICALI,3196717E4E,0,,AZIENDA OSPEDALIERA DEI COLLI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06798201213,,0,
2011-1,MANUTENZIONE DISSETTORE AD ULTRASUONI E SATURIMETRI - 2011-2013,2573485AFE,0,,FONDAZIONE IRCCS ISTITUTO NEUROLOGICO CARLO BESTA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01668320151,,0,
2011-1,GARA PER L&apos;AFFIDAMENTO IN CONCESSIONE DEL SERVIZIO DI INSTALLAZIONE E GESTIONE DEI DISTRIBUTORI AUTOMATICI DI BEVANDE CALDE E FREDDE E PRODOTTI DI PRIMA NECESSITA&apos;,07779733A0,137604.00,99999999999,ENTE REGIONALE PER IL DIRITTO E LE OPPORTUNITA&apos; ALLO STUD...,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80013850328,NON  CLASSIFICATO,0,ITALY
2011-1,SERVIZIO CONSERVAZIONE SOSTITUTIVA REFERTI - 2011-2013,292303117D,106200.00,02398390217,AZIENDA OSPEDALIERA OSPEDALE TREVIGLIO CARAVAGGIO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02585580166,MEDAS SRL,0,ITALY
2011-1,"FORNITURA DI VERNICI ACRILICHE ATOSSICHE SPARTITRAFFICO RIFRANGENTI, PERLINE PER POST SPRUZZATURA E DI SOLVENTE PER IL COMPLETAMENTO DELLE OPERE STRADALI CONCLUSE NELL?ANNO 2010",0785369AFD,0,,PROVINCIA DI BRESCIA,01-PROCEDURA APERTA,80008750178,,0,
2011-1,SERVIZIO RIMOZIONE AUTOVEICOLI,06322694E1,70000.00,12829520159,SOCIETA&apos; P.A. ESERCIZI AEROPORTUALI S.E.A.,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",00826040156,OFFICINA F.LLI MARCONE SNC,0,ITALY
2011-1,SERVIZI DI TELEFONIA FISSA,2916123CD0,0,,FONDAZIONE ARENA DI VERONA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00231130238,,0,
2011-1,ACCORDO QUADRO PER IL SERVIZIO DI TRASLOCO E TRASPORTO,078478483C,0,,REGIONE BASILICATA,01-PROCEDURA APERTA,80002950766,,0,
2011-1,"LAVORI PER LA CHIUSURA DEFINITIVA DEI P.L. AI KM. 34+169, 39+286 E 54+188 DELLA LINEA MESTRE-TRIESTE, DEL P.L. AL KM. 49+597 DELLA LINEA TREVISO-PORTOGRUARO, DEL P.L. AL KM. 8+555 (NUOVA PROGRESSIVA) DELLA LINEA MESTRE-TRENTO NONCHÉ DEI P.L. AI KM. 115+760 E 115+110 DELLA LINEA BOLOGNA-PADOVA (COMUNE DI S. DONÀ DI PIAVE, CEGGIA, PORTOGRUARO, SPINEA E PADOVA)",08420891D3,64974.00,,RETE FERROVIARIA ITALIANA SPA,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,01585570581,,0,
2011-1,RIFIUTI ALLO STATO SOLIDO AREA TERRITORIALE PROVINCIA DI CATANIA,068333410E,0,,AZIENDA SANITARIA PROVINCIALE DI CATANIA,01-PROCEDURA APERTA,04721260877,,0,
2011-1,"LAVORI ?A CORPO? PER LA REALIZZAZIONE DI UN NUOVO IMPIANTO ALL?INTERNO DELL?AREA DELL?IMPIANTO DI TRATTAMENTO E RECUPERO DI RIFIUTI URBANI DA RACCOLTA DIFFERENZIATA E RIFIUTI SPECIALI NON PERICOLOSI DI FERRARA, UBICATO IN VIA C. DIANA, 40 (PRESSO IL WTE).",3694248DE0,1990819.21,,ECOLOGIA AMBIENTE SRL,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",02175430392,,0,
2011-1,DOPPIAGGIO-SEA PATROL-II-,2306857E9A,167000.00,07153371005,RAI RADIOTELEVISIONE ITALIANA S.P.A.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,06382641006,SANTINI EDIZIONI E COMPANY SRL,0,ITALY
2011-1,RIVESTIMENTO FACCIATE E SISTEMAZIONE AREA ESTERNA DEL NUOVO TEATRO COMUNALE,0797029123,364439.30,,COMUNE DI SAN SALVO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00247720691,,0,
2011-1,PARTECIPAZIONE A FIERA ECOBUILD - NOLEGGIO STAND E SERVIZI CONNESSI,121959599F,0,,UNIONE REGIONALE DELLE CAMERE DI COMMERCIO I.A.A. DEL VEN...,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,80009100274,,0,
2011-1,FORNITURA DI DISPOSITIVI PROTESICI IMPIANTABILI - DITTA BIO SUD MEDICAL SYSTEM,2717840085,0,,AZIENDA SANITARIA LOCALE BARI,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,06534340721,,0,
2011-1,LOTTO 1 (CENTRO-NORD),08448464F8,3430654.00,01384420392,AGENZIA EROGAZIONI IN AGRICOLTURA,01-PROCEDURA APERTA,97181460581,DO-RA SNACKS SRL,0,ITALY
2011-1,FARMACIE ESTERNE PRIVATE CONVENZIONATE,2866673564,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,ECONOMIA - UCB PHARMA,0808210BFA,0,,AZIENDA OSPEDALIERA BOLOGNINI DI SERIATE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02585160167,,0,
2011-1,FULL SERVICE SISTEMI ANALITICI PER IMMUNOEMATOLOGIA CON METODICA DI AGGLUTINAZIONE SU COLONNA (SCHEDINA),342513921E,140000.00,04836380156,AZ. OSP.-UNIVERSITARIA S. MARIA DELLA MISERICORDIA DI UDINE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02445630300,DIAMED ITALIANA SRL,0,ITALY
2011-1,DEFLUSSORI,0785993DED,38662.10,03524050238,AZIENDA OSPEDALIERA SPEDALI CIVILI DI BRESCIA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00298840174,FRESENIUS KABI ITALIA SRL,0,ITALY
2011-1,"FORNITURA DEL SERVIZIO DI MANUTENZIONE, ASSISTENZA E AGGIORNAMENTO TECNICO ALLE LICENZE CITRIX XENAPP E FORNITURA DEL SERVIZIO DI ASSISTENZA SISTEMISTICA.",0855625415,63420.00,,ENEL SERVIZI SRL,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",06377691008,,0,
2011-1,LAVORO SOMMINISTRATO N.2 PERSONE,0745393DBF,0,,AGSM ENERGIA S.P.A.,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",02968430237,,0,
2011-1,MANUTENZIONE/ASSISTENZA SISTEMI HW SUN,0880428829,0,,INFOCAMERE S.C.P.A.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02313821007,,0,
2011-1,"REALIZZAZIONE DI SPOGLIATOI PRESSO IL CFP &quot;L. EINAUDI&quot; BOLZANO, VIA S. GELTRUDE 3",0757554156,0,,PROVINCIA AUTONOMA BOLZANO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00390090215,,0,
2011-1,FONDAZIONE EXODUS ONLUS,2381602025,0,,AZIENDA SANITARIA LOCALE DELLA PROVINCIA DI PAVIA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01748780184,,0,
2011-1,"INDAGINI SULLE STRUTTURE IN CALCESTRUZZO, CALCESTRUZZO ARMATO E PRECOMPRESSO O MURATURA DELLO STADIO G.MEAZZA ? S.SIRO.",094894020F,55830.93,03145050963,METROPOLITANA MILANESE S.P.A.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,01742310152,AKRON  SRL,0,ITALY
2011-1,FORNITURA BUONI PASTO - ANNO 2011,17860853F7,0,,AGENZIA DELLE DOGANE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,97210890584,,0,
2011-1,APPALTO 5943/1125 - FORNITURA MATERIALE DI CONSUMO FS,087007261F,32163.00,99999999999,TRENITALIA SPA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,05403151003,NON  CLASSIFICATO,0,ITALY
2011-1,FORNITURA DI N. 16.000 CEPPI FRENO IN GHISA PER MOTRICI TRANVIARIE SERIE 2800 E 5000.,0780351E00,0,,GRUPPO TORINESE TRASPORTI SPA,01-PROCEDURA APERTA,08555280018,,0,
2011-1,PROROGA TECNICA FORNITURA DISPOSITIVI MEDICI E MATERIALE SANITARIO - ANNO 2011 - DITTA COOK ITALIA SRL - NOVA MILANESE,0831191083,65000.00,07123400157,AZIENDA ULSS 18 ROVIGO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,01013470297,COOK ITALIA,0,ITALY
2011-1,FARMACIE ESTERNE PRIVATE CONVENZIONATE,287706337E,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,PROROGA MATERIALI PER EMODINAMICA - DITTA BOSTON SCIENTIFIC SPA,086381068E,241917.00,11206730159,AZIENDA USL DI RAVENNA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,92031720391,BOSTON SCIENTIFIC SPA,0,ITALY
2011-1,SERVIZI DI CONSULENZA SPECIALISTICA X ATTIVITA&apos; VALIDAZIONE SISS,0981106248,0,,LOMBARDIA INFORMATICA SPA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,05017630152,,0,
2011-1,SERVIZIO DI GESTIONE ASILO NIDO PRESSO IL PRESIDIO OSPEDALIERO DI SORA,0852493B77,0,,AZIENDA UNITA&apos; SANITARIA LOCALE FROSINONE,01-PROCEDURA APERTA,01886690609,,0,
2011-1,ITALIA CENTRALE E MERIDIONALE,0804539694,181788.12,00124140211,MINISTERO INTERNO DIPARTIMENTO DELLA P.S.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,80202230589,DUSSMANN SERVICE SRL CON UNICO SOCIO,0,ITALY
2011-1,AMPLIAMENTO DELLA A4 CON LA TERZA CORSIA - TRATTO QUARTO D&apos;ALTINO - S. DONA&apos; DI PIAVE - ADEGUAMENTO DELLA RETE FOGNARIA,0787611527,402682.82,,AZIENDA SERVIZI INTEGRATI S.P.A.,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",00203920277,,0,
2011-1,SERVIZIO DI TELEFONIA FISSA E TRASMISSIONE DATI,07626785CA,0,,AMMINISTRAZIONE PROVINCIALE DI FORLI&apos;-CESENA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,80001550401,,0,
2011-1,LOELLUM SRL,2386463B8E,0,,AZIENDA SANITARIA LOCALE DELLA PROVINCIA DI PAVIA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01748780184,,0,
2011-1,RASSEGNA STAMPA TELEMATICA,0644764C12,45000.00,00441140589,STOCCAGGI GAS ITALIA S.P.A.,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",13271380159,AGENZIA GIORNALISTICA ITALIA SPA,0,ITALY
2011-1,FORNITURA PANE,0724398024,0,,--,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,ND,,0,
2011-1,FORNITURA DI STRUMENTARIO E PRODOTTI VARI (GRITTI),2511861544,120000.00,99999999999,AZIENDA PROVINCIALE PER I SERVIZI SANITARI,25-AFFIDAMENTO DIRETTO A SOCIETA&apos; RAGGRUPPATE/CONSORZIATE O CONTROLLATE NELLE CONCESSIONI DI LL.PP,01429410226,NON  CLASSIFICATO,0,ITALY
2011-1,CONTRATTO TRA L&apos;AZIENDA USL 8 DI AREZZO  E L&apos;ISTITUTO SANITARIO PRIVATO,2939447C63,0,,AZIENDA USL 8 - AREZZO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,01458450515,,0,
2011-1,REAGENTI DIAGNOSTICI,2786122C98,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,NASTRO RAYTECH,0779376969,142600.00,99999999999,AZIENDA TRASPORTI MILANESI S.P.A.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,97230720159,NON  CLASSIFICATO,0,ITALY
2011-1,AFFIDAMENTO SERVIZIO DI REFEZIONE SCOLASTICA - ANNO SCOLASTICO 2010/2011,0708148E33,0,,COMUNE DI SCILLA,01-PROCEDURA APERTA,80003330802,,0,
2011-1,MATERIALE X POCT - IN ATTESA DI DEFINIZIONE GARA,28984894C9,0,,REGIONE VENETO - UNITA&apos; LOCALE SOCIO SANITARIA N.22,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02576210237,,0,
2011-1,FORNITURA CAMICI CHIRURGICI,0832915F2F,49069.80,01471280162,ISMETT SRL,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,04544550827,MEDIBERG SOCIETA&apos; A RESPONSABILITA&apos; LIMITATA,0,ITALY
2011-1,SERVIZIO DI MANUTENZIONE DEL PARCO AUTOMEZZI DELLA GIUNTA REGIONALE. RIPETIZIONE DI SERVIZI ANALOGHI DI CUI ALLA DETERMINAZIONE N. 1114/2010.,0811168501,0,,REGIONE EMILIA ROMAGNA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,80062590379,,0,
2011-1,"PROCEDURA APERTA ( ART. 55 DEL D. LGS. 163/2006 )PER LA FORNITURA DI MACCHINE OPERATRICI NUOVE PER IL MOVIMENTO TERRA DA DESTINARSI AI SERVIZI SVOLTI DALLA BRACCIANO AMBIENTE SPA NEL SITO DI DISCARICA DI CUPINORO ? VIA SETTEVENE PALO KM 6,500 ? 00062 BRACCIANO ROMA.",0858524C67,0,,BRACCIANO AMBIENTE - S.P.A.,01-PROCEDURA APERTA,08080561007,,0,
2011-1,FORNITURA PROTESI E PRESIDI CHIRURGICI PER LE STRUTTURE DI CARDIOLOGIA DELLA ASL TA - DEL. C.S. N. 88 DEL 17/01/2011 - MEDTRONIC,3664683015,244725.00,09238800156,AZIENDA UNITA&apos; SANITARIA LOCALE ASL TA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02026690731,MEDTRONIC ITALIA SPA,0,ITALY
2011-1,LAVORI COMPLETAMENTO TERME DI SEPINO - ACQUISTO ARREDI E ATTREZZATURE,08570002C5,104080.14,01541470702,COMUNE DI SEPINO,01-PROCEDURA APERTA,80002330704,IANNETTA ANGELO S.R.L.,0,ITALY
2011-1,SERVIZIO CENTRO DI PRIMA ACCOGLIENZA DIURNO,0828803DDB,0,,COMUNE DI ROCCA PAPA,01-PROCEDURA APERTA,01238260580,,0,
2011-1,FARMACIE ESTERNE PRIVATE CONVENZIONATE,2866226484,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,FORNITURA DI PINZE DA BIOBSIA,30853531D7,0,,AZIENDA OSPEDALIERA OSPEDALE DI CIRCOLO DI BUSTO ARSIZIO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02411080126,,0,
2011-1,AFFIDAMENTO GESTIONE SERVIZI SOCIO SANITARI ASSISTENZIALI DA SVOLGERSI NELLA STRUTTURA CANONICO RIBERO - NUCLEO RA - E SERVIZI ACCESSORI,0784483FD5,0,,CENTRO SERVIZI SOCIO-ASSISTENZIALI E SANITARI,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,85000390014,,0,
2011-1,MANUT ORDINARIA CANONE IMP TERMICI / ANTINCENDIO  ANNO 2011,3159708187,0,,COMANDO REPARTO TECNICO LOGISTICO AMMINISTRATIVO LIGURIA ...,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,95058630104,,0,
2011-1,PRESTAZIONI ASSISTENZA OSPEDALIERA E SPECIALISTICA - CASA DI CURA VILLA GARDA,2965218F49,0,,REGIONE VENETO - UNITA&apos; LOCALE SOCIO SANITARIA N.22,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02576210237,,0,
2011-1,FORNITURA ENDOPROTESI AORTICHE PER CHIRURGIA VASCOLARE,0728389D9A,0,,UNITA&apos; SANITARIA LOCALE N. 3 GENOVESE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,03399650104,,0,
2011-1,SERVIZI DI PULIZIA NELLE ISTITUZIONI SCOLASTICHE,3252380CDE,40771.00,03609840370,SCUOLA ELEMENTARE STATALE 55 CIRCOLO,999-NON CLASSIFICATO,80025560634,CONSORZIO NAZIONALE SERVIZI SOCCOOP,0,ITALY
2011-1,ACQUISTO MATERIALE,2215272448,0,,ISTITUTO STATALE DI ISTRUZIONE SECONDARIA SUPERIORE &apos;A.DA...,22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,00290250810,,0,
2011-1,ACQUISTO IN ESCLUSIVA DEL FARMACO SOLIRIS PER UN PAZIENTE AFFETTO DA EMOGLOBINURIA PARROSSISTICA NOTTURNA (E.P.N.),071277260E,0,,AZIENDA UNITA&apos; SANITARIA LOCALE DI CESENA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,90002210400,,0,
2011-1,"LAVORI URGENTI PER IL CONSOLIDAMENTO DEI PONTICELLI AL KM 19+163 DELLA LINEA MESTRE - UDINE; KM 20+339, KM 33+913, KM 34+747, KM 38+756 E KM 39+100 DELLA LINEA BASSANO - PADOVA; KM 20+545 E KM 20+898 DELLA LINEA CAMPOSAMPIERO - MONTEBELLUNA NONCHÈ AI KM 14+115, KN 14+128, KM 16+473, KM 24+452, KM 24+731, KM 38+988 E KM 57+542 DELLA LINEA VICENZA - TREVISO.",5102681192,0,,RETE FERROVIARIA ITALIANA SPA,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,01585570581,,0,
2011-1,"SERVIZIO LOCAZIONE OPERATIVA PC,STAMPANTI,FOTOCOPIATRICI/ECS",307533785E,0,,FONDAZIONE ARENA DI VERONA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00231130238,,0,
2011-1,"PRESTAZIONI DI AFFIDAMENTO DEI LAVORI DI MANUTENZIONE E PULIZIA DELLE AREE VERDI DI PERTINENZA MAGAZZINI, PIAZZALI, DEPOSITI, CENTRALINE E CAMERETTE METANO,DIGHE, SERBATOI  E QUANT?ALTRO DI PROPRIETÀ - ANNO 2011",15237920F0,60000.00,03650600103,MEDITERRANEA DELLE ACQUE SPA,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,01965360991,PRIMAVERA S.A.S. DI NOBERINI ENRICO &amp; C.,0,ITALY
2011-1,RIPRESA FRANE E RECUPERO FUNZIONALITA&apos; IDRAULICA CANALE EMISSARIO,0604693073,410996.27,,CONSORZIO DI BONIFICA TERRE DEI GONZAGA IN DESTRA PO,01-PROCEDURA APERTA,02122930205,,0,
2011-1,ACQUISTO SOFTWARE,1269974FAE,93500.00,00967720285,AZIENDA OSPEDALIERA ISTITUTI OSPITALIERI DI CREMONA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01071310195,ENGINEERING INGEGNERIA  INFORMATICA S.P.A.,0,ITALY
2011-1,SERVIZI FINANZIARI RELATIVI ALL&apos;ACQUISIZIONE DI UN MUTUO CHIROGRAFARIO DECENNALE,0735269B29,0,,SOCIETA&apos; INTERCOMUNALE SERVIZI ALTO MANTOVANO SPA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,01843250208,,0,
2011-1,FORNITURA STRUMENTARIO PER REPARTO OPERATORIO,1269685135,0,,AZIENDA SANITARIA DELLA PROVINCIA AUTONOMA DI BOLZANO SAN...,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00773750211,,0,
2011-1,MANUTENZIONE STAMPANTI,09167058E3,62664.35,05626310964,POSTELPRINT SPA,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,01222070557,INFOPRINT SOLUTIONS ITALIA SRL CON UNICO SOCIO,0,ITALY
2011-1,IMPIANTO DI DISTILLAZIONE PER REFLUI RADIOATTIVI. S0020F10,0659244959,164333.15,,NUCLECO SPA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,05081150582,,0,
2011-1,PAGAMENTO UTENZA METANO,18095052C3,0,,COMUNE DI LANDRIANO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00414560185,,0,
2011-1,DIAGNOSTIC CENTER S.N.C. - SANTERAMO IN COLLE,2927001D9F,0,,AZIENDA SANITARIA LOCALE BARI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,06534340721,,0,
2011-1,RICONDIZIONAMENTO N° 6 INDUTTORI FILTRO LINEA LOCOMOTIVE E405,0762338D34,0,,TRENITALIA SPA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,05403151003,,0,
2011-1,FORNITURA DI SISTEMA PER LE INDAGINI IMMUNOISTOCHIMICHE,0867637CB0,121788.00,10181220152,AZIENDA SANITARIA LOCALE CN2,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02419170044,ROCHE DIAGNOSTICS SPA,0,ITALY
2011-1,LAVORI DI MESSA IN SICUREZZA DELLE S.P 6-SP 101- SP 126:NOCERA INFERIORE,0773115AAB,0,,AMMINISTRAZIONE PROVINCIALE SALERNO,22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,80000390650,,0,
2011-1,LAVORI IN SOMMA URGENZA PER MESSA IN SICUREZZA DELLA CARREGGIATA STRADALE MEDIANTE L&apos;INSERIMENTO DI BARRIERE S.P. N°63 -DRIGNANA VERNAZZA- S.U. N°7/11,0863898F2A,63242.58,01228280457,PROVINCIA DELLA SPEZIA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,00218930113,MORETTI WALTER S.R.L.,0,ITALY
